account,base_symbol,date,db_trades,matched,no_log,unmatched
3Q_sim10,CL,2024-08-12,7,7,0,0
3Q_sim10,CL,2024-08-13,1,1,0,0
3Q_sim10,CL,2024-08-14,6,6,0,0
3Q_sim10,CL,2024-08-15,2,2,0,0
3Q_sim10,CL,2024-08-22,2,2,0,0
3Q_sim10,CL,2024-08-23,8,8,0,0
3Q_sim10,CL,2024-08-26,6,6,0,0
3Q_sim10,CL,2024-08-29,4,4,0,0
3Q_sim10,CL,2024-08-30,1,1,0,0
3Q_sim10,CL,2024-09-04,3,3,0,0
3Q_sim10,CL,2024-09-11,9,9,0,0
3Q_sim10,CL,2024-09-12,9,9,0,0
3Q_sim10,CL,2024-09-16,3,3,0,0
3Q_sim10,CL,2024-09-17,1,1,0,0
3Q_sim10,CL,2024-09-18,3,3,0,0
3Q_sim10,CL,2024-09-19,6,6,0,0
3Q_sim10,CL,2024-09-20,3,3,0,0
3Q_sim10,CL,2024-09-23,5,5,0,0
3Q_sim10,CL,2024-09-24,5,5,0,0
3Q_sim10,CL,2024-09-25,1,1,0,0
3Q_sim10,CL,2024-09-27,7,7,0,0
3Q_sim10,CL,2024-10-01,6,6,0,0
3Q_sim10,CL,2024-10-02,3,3,0,0
3Q_sim10,CL,2024-10-03,7,7,0,0
3Q_sim10,CL,2024-10-04,8,8,0,0
3Q_sim10,CL,2024-10-06,1,1,0,0
3Q_sim10,CL,2024-10-07,7,7,0,0
3Q_sim10,CL,2024-10-08,14,14,0,0
3Q_sim10,CL,2024-10-09,4,4,0,0
3Q_sim10,CL,2024-10-10,6,6,0,0
3Q_sim10,CL,2024-10-11,2,2,0,0
3Q_sim10,CL,2024-10-14,4,4,0,0
3Q_sim10,CL,2024-10-15,7,7,0,0
3Q_sim10,CL,2024-10-16,1,1,0,0
3Q_sim10,CL,2024-10-17,1,1,0,0
3Q_sim10,CL,2024-10-18,4,4,0,0
3Q_sim10,CL,2024-10-21,6,6,0,0
3Q_sim10,CL,2024-10-22,2,2,0,0
3Q_sim10,CL,2024-10-24,1,1,0,0
3Q_sim10,CL,2024-10-25,3,3,0,0
3Q_sim10,CL,2024-10-27,1,1,0,0
3Q_sim10,CL,2024-10-28,6,6,0,0
3Q_sim10,CL,2024-10-29,3,3,0,0
3Q_sim10,CL,2024-10-30,5,5,0,0
3Q_sim10,CL,2024-10-31,10,10,0,0
3Q_sim10,CL,2024-11-01,3,3,0,0
3Q_sim10,CL,2024-11-04,3,3,0,0
3Q_sim10,CL,2024-11-05,2,2,0,0
3Q_sim10,CL,2024-11-06,2,2,0,0
3Q_sim10,CL,2024-11-07,1,1,0,0
3Q_sim10,CL,2024-11-08,3,3,0,0
3Q_sim10,CL,2024-11-11,8,8,0,0
3Q_sim10,CL,2024-11-12,7,7,0,0
3Q_sim10,CL,2024-11-13,5,5,0,0
3Q_sim10,CL,2024-11-18,7,7,0,0
3Q_sim10,CL,2024-11-19,5,5,0,0
3Q_sim10,CL,2024-11-20,3,3,0,0
3Q_sim10,CL,2024-11-21,2,2,0,0
3Q_sim10,CL,2024-11-22,2,2,0,0
3Q_sim10,CL,2024-11-24,1,1,0,0
3Q_sim10,CL,2024-11-25,2,2,0,0
3Q_sim10,CL,2024-11-26,3,3,0,0
3Q_sim10,CL,2024-11-27,7,7,0,0
3Q_sim10,CL,2024-11-29,5,5,0,0
3Q_sim10,CL,2024-12-02,1,1,0,0
3Q_sim10,CL,2024-12-03,6,6,0,0
3Q_sim10,CL,2024-12-04,2,2,0,0
3Q_sim10,CL,2024-12-05,6,6,0,0
3Q_sim10,CL,2024-12-06,3,3,0,0
3Q_sim10,CL,2024-12-09,8,8,0,0
3Q_sim10,CL,2024-12-10,4,4,0,0
3Q_sim10,CL,2024-12-11,8,8,0,0
3Q_sim10,CL,2024-12-12,6,6,0,0
3Q_sim10,CL,2024-12-13,5,5,0,0
3Q_sim10,CL,2024-12-16,1,1,0,0
3Q_sim10,CL,2024-12-17,1,1,0,0
3Q_sim10,CL,2024-12-18,9,9,0,0
3Q_sim10,CL,2024-12-19,3,3,0,0
3Q_sim10,CL,2024-12-20,5,5,0,0
3Q_sim10,CL,2024-12-23,5,5,0,0
3Q_sim10,CL,2024-12-24,3,3,0,0
3Q_sim10,CL,2024-12-26,1,1,0,0
3Q_sim10,CL,2024-12-27,1,1,0,0
3Q_sim10,CL,2024-12-30,2,2,0,0
3Q_sim10,CL,2025-01-02,7,7,0,0
3Q_sim10,CL,2025-01-03,4,4,0,0
3Q_sim10,CL,2025-01-06,2,2,0,0
3Q_sim10,CL,2025-01-07,7,7,0,0
3Q_sim10,CL,2025-01-08,1,1,0,0
3Q_sim10,CL,2025-01-09,5,5,0,0
3Q_sim10,CL,2025-01-10,5,5,0,0
3Q_sim10,CL,2025-01-12,1,1,0,0
3Q_sim10,CL,2025-01-13,4,4,0,0
3Q_sim10,CL,2025-01-14,3,3,0,0
3Q_sim10,CL,2025-01-15,4,4,0,0
3Q_sim10,CL,2025-01-16,8,8,0,0
3Q_sim10,CL,2025-01-17,2,2,0,0
3Q_sim10,CL,2025-01-20,3,3,0,0
3Q_sim10,CL,2025-01-21,5,5,0,0
3Q_sim10,CL,2025-01-22,3,3,0,0
3Q_sim10,CL,2025-01-23,9,9,0,0
3Q_sim10,CL,2025-01-24,2,2,0,0
3Q_sim10,CL,2025-01-27,3,3,0,0
3Q_sim10,CL,2025-01-28,2,2,0,0
3Q_sim10,CL,2025-01-29,8,8,0,0
3Q_sim10,CL,2025-01-30,3,3,0,0
3Q_sim10,CL,2025-01-31,13,13,0,0
3Q_sim10,CL,2025-02-03,9,9,0,0
3Q_sim10,CL,2025-02-04,7,7,0,0
3Q_sim10,CL,2025-02-07,2,2,0,0
3Q_sim10,CL,2025-02-10,2,2,0,0
3Q_sim10,CL,2025-02-11,4,4,0,0
3Q_sim10,CL,2025-02-12,2,2,0,0
3Q_sim10,CL,2025-02-13,7,7,0,0
3Q_sim10,CL,2025-02-14,3,3,0,0
3Q_sim10,CL,2025-02-18,1,1,0,0
3Q_sim10,CL,2025-02-19,4,4,0,0
3Q_sim10,CL,2025-03-10,1,1,0,0
3Q_sim10,CL,2025-03-12,2,2,0,0
3Q_sim10,CL,2025-03-13,3,3,0,0
3Q_sim10,CL,2025-03-14,2,2,0,0
3Q_sim10,CL,2025-03-17,2,2,0,0
3Q_sim10,CL,2025-03-18,6,6,0,0
3Q_sim10,CL,2025-03-19,4,4,0,0
3Q_sim10,CL,2025-03-20,9,9,0,0
3Q_sim10,CL,2025-03-21,5,5,0,0
3Q_sim10,CL,2025-03-24,2,2,0,0
3Q_sim10,CL,2025-03-25,6,6,0,0
3Q_sim10,CL,2025-03-26,5,5,0,0
3Q_sim10,CL,2025-03-27,6,6,0,0
3Q_sim10,CL,2025-03-28,6,6,0,0
3Q_sim10,CL,2025-03-31,8,8,0,0
3Q_sim10,CL,2025-04-01,3,3,0,0
3Q_sim10,CL,2025-04-02,5,5,0,0
3Q_sim10,CL,2025-04-03,10,10,0,0
3Q_sim10,CL,2025-04-04,11,11,0,0
3Q_sim10,CL,2025-04-07,3,3,0,0
3Q_sim10,CL,2025-04-08,4,4,0,0
3Q_sim10,CL,2025-04-09,12,12,0,0
3Q_sim10,CL,2025-04-10,11,11,0,0
3Q_sim10,CL,2025-04-11,1,1,0,0
3Q_sim10,CL,2025-04-14,7,7,0,0
3Q_sim10,CL,2025-04-15,2,2,0,0
3Q_sim10,CL,2025-04-16,2,2,0,0
3Q_sim10,CL,2025-04-20,1,1,0,0
3Q_sim10,CL,2025-04-22,3,3,0,0
3Q_sim13,CL,2024-08-12,6,6,0,0
3Q_sim13,CL,2024-08-13,8,8,0,0
3Q_sim13,CL,2024-08-14,3,3,0,0
3Q_sim13,CL,2024-08-15,11,11,0,0
3Q_sim13,CL,2024-08-16,3,3,0,0
3Q_sim13,CL,2024-08-20,14,14,0,0
3Q_sim13,CL,2024-08-21,24,24,0,0
3Q_sim13,CL,2024-08-22,23,23,0,0
3Q_sim13,CL,2024-08-23,24,24,0,0
3Q_sim13,CL,2024-08-25,1,1,0,0
3Q_sim13,CL,2024-08-26,22,22,0,0
3Q_sim13,CL,2024-08-27,18,18,0,0
3Q_sim13,CL,2024-08-29,27,27,0,0
3Q_sim13,CL,2024-08-30,4,4,0,0
3Q_sim13,CL,2024-09-11,9,9,0,0
3Q_sim13,CL,2024-09-19,17,17,0,0
3Q_sim13,CL,2024-09-23,25,25,0,0
3Q_sim13,CL,2024-09-24,17,17,0,0
3Q_sim13,CL,2024-09-25,23,23,0,0
3Q_sim13,CL,2024-09-26,58,58,0,0
3Q_sim13,CL,2024-09-27,19,19,0,0
3Q_sim13,CL,2024-09-30,7,7,0,0
3Q_sim13,CL,2024-10-01,28,28,0,0
3Q_sim13,CL,2024-10-02,36,36,0,0
3Q_sim13,CL,2024-10-03,27,27,0,0
3Q_sim13,CL,2024-10-04,31,31,0,0
3Q_sim13,CL,2024-10-07,42,42,0,0
3Q_sim13,CL,2024-10-08,29,29,0,0
3Q_sim13,CL,2024-10-09,32,32,0,0
3Q_sim13,CL,2024-10-10,49,49,0,0
3Q_sim13,CL,2024-10-11,14,14,0,0
3Q_sim13,CL,2024-10-14,21,21,0,0
3Q_sim13,CL,2024-10-15,41,41,0,0
3Q_sim13,CL,2024-10-16,19,19,0,0
3Q_sim13,CL,2024-10-17,10,10,0,0
3Q_sim13,CL,2024-10-18,29,29,0,0
3Q_sim13,CL,2024-10-21,29,29,0,0
3Q_sim13,CL,2024-10-22,41,41,0,0
3Q_sim13,CL,2024-10-23,21,21,0,0
3Q_sim13,CL,2024-10-24,20,20,0,0
3Q_sim13,CL,2024-10-25,9,9,0,0
3Q_sim13,CL,2024-10-27,3,3,0,0
3Q_sim13,CL,2024-10-28,17,17,0,0
3Q_sim13,CL,2024-10-29,18,18,0,0
3Q_sim13,CL,2024-10-30,16,16,0,0
3Q_sim13,CL,2024-10-31,13,13,0,0
3Q_sim13,CL,2024-11-01,16,16,0,0
3Q_sim13,CL,2024-11-04,12,12,0,0
3Q_sim13,CL,2024-11-05,18,18,0,0
3Q_sim13,CL,2024-11-06,42,42,0,0
3Q_sim13,CL,2024-11-07,25,25,0,0
3Q_sim13,CL,2024-11-08,13,13,0,0
3Q_sim13,CL,2024-11-11,32,32,0,0
3Q_sim13,CL,2024-11-12,20,20,0,0
3Q_sim13,CL,2024-11-13,25,25,0,0
3Q_sim13,CL,2024-11-14,12,12,0,0
3Q_sim13,CL,2024-11-15,21,21,0,0
3Q_sim13,CL,2024-11-18,24,24,0,0
3Q_sim13,CL,2024-11-19,14,14,0,0
3Q_sim13,CL,2024-11-20,16,16,0,0
3Q_sim13,CL,2024-11-21,12,12,0,0
3Q_sim13,CL,2024-11-22,22,22,0,0
3Q_sim13,CL,2024-11-25,18,18,0,0
3Q_sim13,CL,2024-11-26,27,27,0,0
3Q_sim13,CL,2024-11-27,11,11,0,0
3Q_sim13,CL,2024-11-28,3,3,0,0
3Q_sim13,CL,2024-11-29,22,22,0,0
3Q_sim13,CL,2024-12-02,15,15,0,0
3Q_sim13,CL,2024-12-03,24,24,0,0
3Q_sim13,CL,2024-12-04,12,12,0,0
3Q_sim13,CL,2024-12-05,18,18,0,0
3Q_sim13,CL,2024-12-06,20,20,0,0
3Q_sim13,CL,2024-12-09,9,9,0,0
3Q_sim13,CL,2024-12-10,17,17,0,0
3Q_sim13,CL,2024-12-11,17,17,0,0
3Q_sim13,CL,2024-12-12,11,11,0,0
3Q_sim13,CL,2024-12-13,11,11,0,0
3Q_sim13,CL,2024-12-16,5,5,0,0
3Q_sim13,CL,2024-12-17,15,15,0,0
3Q_sim13,CL,2024-12-18,13,13,0,0
3Q_sim13,CL,2024-12-19,26,26,0,0
3Q_sim13,CL,2024-12-20,18,18,0,0
3Q_sim13,CL,2024-12-23,17,17,0,0
3Q_sim13,CL,2024-12-24,11,11,0,0
3Q_sim13,CL,2024-12-26,12,12,0,0
3Q_sim13,CL,2024-12-27,11,11,0,0
3Q_sim13,CL,2024-12-30,21,21,0,0
3Q_sim13,CL,2024-12-31,12,12,0,0
3Q_sim13,CL,2025-01-02,22,22,0,0
3Q_sim13,CL,2025-01-03,12,12,0,0
3Q_sim13,CL,2025-01-06,19,19,0,0
3Q_sim13,CL,2025-01-07,12,12,0,0
3Q_sim13,CL,2025-01-08,22,22,0,0
3Q_sim13,CL,2025-01-09,11,11,0,0
3Q_sim13,CL,2025-01-10,54,54,0,0
3Q_sim13,CL,2025-01-12,4,4,0,0
3Q_sim13,CL,2025-01-13,26,26,0,0
3Q_sim13,CL,2025-01-14,7,7,0,0
3Q_sim13,CL,2025-01-15,23,23,0,0
3Q_sim13,CL,2025-01-16,19,19,0,0
3Q_sim13,CL,2025-01-17,9,9,0,0
3Q_sim13,CL,2025-01-20,18,18,0,0
3Q_sim13,CL,2025-01-21,23,23,0,0
3Q_sim13,CL,2025-01-22,10,10,0,0
3Q_sim13,CL,2025-01-23,17,17,0,0
3Q_sim13,CL,2025-01-24,10,10,0,0
3Q_sim13,CL,2025-01-27,16,16,0,0
3Q_sim13,CL,2025-01-28,18,18,0,0
3Q_sim13,CL,2025-01-29,10,10,0,0
3Q_sim13,CL,2025-01-30,14,14,0,0
3Q_sim13,CL,2025-01-31,25,25,0,0
3Q_sim13,CL,2025-02-02,2,2,0,0
3Q_sim13,CL,2025-02-03,29,29,0,0
3Q_sim13,CL,2025-02-04,27,27,0,0
3Q_sim13,CL,2025-02-05,18,18,0,0
3Q_sim13,CL,2025-02-06,12,12,0,0
3Q_sim13,CL,2025-02-07,1,1,0,0
3Q_sim13,CL,2025-02-10,20,20,0,0
3Q_sim13,CL,2025-02-11,19,19,0,0
3Q_sim13,CL,2025-02-12,14,14,0,0
3Q_sim13,CL,2025-02-13,13,13,0,0
3Q_sim13,CL,2025-02-14,16,16,0,0
3Q_sim13,CL,2025-02-17,6,6,0,0
3Q_sim13,CL,2025-02-18,3,3,0,0
3Q_sim13,CL,2025-03-07,4,4,0,0
3Q_sim13,CL,2025-03-10,24,24,0,0
3Q_sim13,CL,2025-03-11,12,12,0,0
3Q_sim13,CL,2025-03-12,3,3,0,0
3Q_sim13,CL,2025-03-13,5,5,0,0
3Q_sim13,CL,2025-03-14,7,7,0,0
3Q_sim13,CL,2025-03-17,8,8,0,0
3Q_sim13,CL,2025-03-18,12,12,0,0
3Q_sim13,CL,2025-03-19,11,11,0,0
3Q_sim13,CL,2025-03-20,13,13,0,0
3Q_sim13,CL,2025-03-21,4,4,0,0
3Q_sim13,CL,2025-03-24,14,14,0,0
3Q_sim13,CL,2025-03-25,10,10,0,0
3Q_sim13,CL,2025-03-26,10,10,0,0
3Q_sim13,CL,2025-03-27,2,2,0,0
3Q_sim13,CL,2025-03-28,7,7,0,0
3Q_sim13,CL,2025-03-31,17,17,0,0
3Q_sim13,CL,2025-04-01,9,9,0,0
3Q_sim13,CL,2025-04-02,24,24,0,0
3Q_sim13,CL,2025-04-03,36,36,0,0
3Q_sim13,CL,2025-04-04,81,81,0,0
3Q_sim13,CL,2025-04-06,1,1,0,0
3Q_sim13,CL,2025-04-07,60,60,0,0
3Q_sim13,CL,2025-04-08,53,53,0,0
3Q_sim13,CL,2025-04-09,113,113,0,0
3Q_sim13,CL,2025-04-10,70,70,0,0
3Q_sim13,CL,2025-04-11,39,39,0,0
3Q_sim13,CL,2025-04-14,26,26,0,0
3Q_sim13,CL,2025-04-15,14,14,0,0
3Q_sim13,CL,2025-04-16,9,9,0,0
3Q_sim13,CL,2025-04-17,2,2,0,0
3Q_sim13,CL,2025-04-21,6,6,0,0
3Q_sim13,CL,2025-04-22,13,13,0,0
3Q_sim13,CL,2025-04-23,34,34,0,0
3Q_sim13,CL,2025-04-24,18,18,0,0
3Q_sim13,CL,2025-04-25,22,22,0,0
3Q_sim13,CL,2025-04-28,19,19,0,0
3Q_sim13,CL,2025-04-29,17,17,0,0
3Q_sim13,CL,2025-04-30,40,40,0,0
3Q_sim13,CL,2025-05-01,44,44,0,0
3Q_sim13,CL,2025-05-02,25,25,0,0
3Q_sim13,CL,2025-05-04,10,10,0,0
3Q_sim13,CL,2025-05-05,24,24,0,0
3Q_sim13,CL,2025-05-06,30,30,0,0
3Q_sim13,CL,2025-05-07,24,24,0,0
3Q_sim13,CL,2025-05-08,21,21,0,0
3Q_sim13,CL,2025-05-09,20,20,0,0
3Q_sim13,CL,2025-05-12,31,31,0,0
3Q_sim13,CL,2025-05-13,12,12,0,0
3Q_sim13,CL,2025-05-14,4,4,0,0
3Q_sim13,CL,2025-05-15,20,20,0,0
3Q_sim13,CL,2025-05-16,11,11,0,0
3Q_sim13,CL,2025-05-19,24,24,0,0
3Q_sim13,CL,2025-05-20,14,14,0,0
3Q_sim13,CL,2025-05-21,16,16,0,0
3Q_sim13,CL,2025-05-22,18,18,0,0
3Q_sim13,CL,2025-05-23,13,13,0,0
3Q_sim13,CL,2025-05-26,3,3,0,0
3Q_sim13,CL,2025-05-27,15,15,0,0
3Q_sim13,CL,2025-05-28,17,17,0,0
3Q_sim13,CL,2025-05-29,26,26,0,0
3Q_sim13,CL,2025-05-30,31,31,0,0
3Q_sim13,CL,2025-06-02,28,28,0,0
3Q_sim13,CL,2025-06-03,20,20,0,0
3Q_sim13,CL,2025-06-04,16,16,0,0
3Q_sim13,CL,2025-06-05,5,5,0,0
3Q_sim13,CL,2025-06-06,12,12,0,0
3Q_sim13,CL,2025-06-09,5,5,0,0
3Q_sim13,CL,2025-06-10,23,23,0,0
3Q_sim13,CL,2025-06-11,28,28,0,0
3Q_sim13,CL,2025-06-12,28,28,0,0
3Q_sim13,CL,2025-06-13,136,136,0,0
3Q_sim13,CL,2025-06-15,5,5,0,0
3Q_sim13,CL,2025-06-16,51,51,0,0
3Q_sim13,CL,2025-06-17,27,27,0,0
3Q_sim13,CL,2025-06-18,8,8,0,0
3Q_sim13,CL,2025-06-19,1,1,0,0
3Q_sim13,CL,2025-06-23,103,103,0,0
3Q_sim13,CL,2025-06-24,77,77,0,0
3Q_sim13,CL,2025-06-25,25,25,0,0
3Q_sim13,CL,2025-06-26,27,27,0,0
3Q_sim13,CL,2025-06-27,19,19,0,0
3Q_sim13,CL,2025-06-30,10,10,0,0
3Q_sim13,CL,2025-07-01,9,9,0,0
3Q_sim13,CL,2025-07-02,22,22,0,0
3Q_sim13,CL,2025-07-03,11,11,0,0
3Q_sim13,CL,2025-07-04,3,3,0,0
3Q_sim13,CL,2025-07-07,22,22,0,0
3Q_sim13,CL,2025-07-08,17,17,0,0
3Q_sim13,CL,2025-07-09,9,9,0,0
3Q_sim13,CL,2025-07-10,10,10,0,0
3Q_sim13,CL,2025-07-11,6,6,0,0
3Q_sim13,CL,2025-07-14,30,30,0,0
3Q_sim13,CL,2025-07-15,11,11,0,0
3Q_sim13,CL,2025-07-16,15,15,0,0
3Q_sim13,CL,2025-07-17,11,11,0,0
3Q_sim13,CL,2025-07-18,1,1,0,0
3Q_sim13,CL,2025-07-24,4,4,0,0
3Q_sim13,CL,2025-07-28,2,2,0,0
3Q_sim13,CL,2025-07-29,6,6,0,0
3Q_sim13,CL,2025-07-30,3,3,0,0
3Q_sim13,CL,2025-07-31,4,4,0,0
3Q_sim13,CL,2025-08-01,9,9,0,0
3Q_sim13,CL,2025-08-04,9,9,0,0
3Q_sim13,CL,2025-08-05,4,4,0,0
3Q_sim13,CL,2025-08-06,11,11,0,0
3Q_sim13,CL,2025-08-07,3,3,0,0
3Q_sim13,CL,2025-08-08,12,12,0,0
3Q_sim13,CL,2025-08-11,4,4,0,0
3Q_sim13,CL,2025-08-12,1,1,0,0
3Q_sim13,CL,2025-08-13,9,9,0,0
3Q_sim13,CL,2025-08-14,5,5,0,0
3Q_sim13,CL,2025-08-15,4,4,0,0
3Q_sim13,CL,2025-08-18,17,17,0,0
3Q_sim13,CL,2025-08-19,14,14,0,0
3Q_sim13,CL,2025-08-20,6,6,0,0
3Q_sim13,CL,2025-08-21,15,15,0,0
3Q_sim13,CL,2025-08-22,5,5,0,0
3Q_sim13,CL,2025-08-25,13,13,0,0
3Q_sim13,CL,2025-08-26,8,8,0,0
3Q_sim13,CL,2025-08-27,9,9,0,0
3Q_sim13,CL,2025-08-28,9,9,0,0
3Q_sim13,CL,2025-09-01,4,4,0,0
3Q_sim13,CL,2025-09-02,23,23,0,0
3Q_sim13,CL,2025-09-03,10,10,0,0
3Q_sim13,CL,2025-09-04,10,10,0,0
3Q_sim13,CL,2025-09-05,14,14,0,0
3Q_sim13,CL,2025-09-08,14,14,0,0
3Q_sim13,CL,2025-09-09,8,8,0,0
3Q_sim13,CL,2025-09-10,8,8,0,0
3Q_sim13,CL,2025-09-11,10,10,0,0
3Q_sim13,CL,2025-09-12,25,25,0,0
3Q_sim13,CL,2025-09-15,4,4,0,0
3Q_sim13,CL,2025-09-16,15,15,0,0
3Q_sim13,CL,2025-09-18,18,18,0,0
3Q_sim13,CL,2025-09-19,11,11,0,0
3Q_sim13,CL,2025-09-22,14,14,0,0
3Q_sim13,CL,2025-09-23,16,16,0,0
3Q_sim13,CL,2025-09-24,23,23,0,0
3Q_sim13,CL,2025-10-13,5,5,0,0
3Q_sim13,CL,2025-10-14,26,26,0,0
3Q_sim13,CL,2025-10-15,12,12,0,0
3Q_sim13,CL,2025-10-16,13,13,0,0
3Q_sim13,CL,2025-10-17,3,3,0,0
3Q_sim13,CL,2025-10-22,19,19,0,0
3Q_sim13,CL,2025-10-23,42,42,0,0
3Q_sim13,CL,2025-10-24,22,22,0,0
3Q_sim13,CL,2025-10-27,21,21,0,0
3Q_sim13,CL,2025-10-28,21,21,0,0
3Q_sim13,CL,2025-10-29,16,16,0,0
3Q_sim13,CL,2025-10-30,12,12,0,0
3Q_sim13,CL,2025-10-31,13,13,0,0
3Q_sim13,CL,2025-11-03,11,11,0,0
3Q_sim13,CL,2025-11-04,13,13,0,0
3Q_sim13,CL,2025-11-05,22,22,0,0
3Q_sim13,CL,2025-11-06,18,18,0,0
3Q_sim13,CL,2025-11-07,14,14,0,0
3Q_sim13,CL,2025-11-17,12,12,0,0
3Q_sim13,CL,2025-11-18,4,4,0,0
3Q_sim13,CL,2025-11-19,23,23,0,0
3Q_sim13,CL,2025-11-20,16,16,0,0
3Q_sim13,CL,2025-11-21,34,34,0,0
3Q_sim13,CL,2025-11-24,28,28,0,0
3Q_sim13,CL,2025-11-25,29,29,0,0
3Q_sim13,CL,2025-11-26,7,7,0,0
3Q_sim13,CL,2025-11-27,10,10,0,0
3Q_sim13,CL,2025-11-28,5,5,0,0
3Q_sim13,CL,2025-12-01,10,10,0,0
3Q_sim13,CL,2025-12-02,14,14,0,0
3Q_sim13,CL,2025-12-03,14,14,0,0
3Q_sim13,CL,2025-12-04,6,6,0,0
3Q_sim13,CL,2025-12-05,3,3,0,0
3Q_sim13,CL,2025-12-08,15,15,0,0
3Q_sim13,CL,2025-12-09,10,10,0,0
3Q_sim13,CL,2025-12-10,8,8,0,0
3Q_sim13,CL,2025-12-11,17,17,0,0
3Q_sim13,CL,2025-12-12,5,5,0,0
3Q_sim13,CL,2025-12-15,12,12,0,0
3Q_sim13,CL,2025-12-16,10,10,0,0
3Q_sim13,CL,2025-12-18,10,10,0,0
3Q_sim13,CL,2025-12-19,12,12,0,0
3Q_sim13,CL,2025-12-22,15,15,0,0
3Q_sim13,CL,2025-12-23,5,5,0,0
3Q_sim13,CL,2025-12-24,2,2,0,0
3Q_sim13,CL,2025-12-26,11,11,0,0
3Q_sim13,CL,2025-12-29,15,15,0,0
3Q_sim13,CL,2025-12-30,2,2,0,0
3Q_sim13,CL,2025-12-31,15,15,0,0
3Q_sim13,CL,2026-01-02,9,9,0,0
3Q_sim13,CL,2026-01-04,1,1,0,0
3Q_sim13,CL,2026-01-05,28,28,0,0
3Q_sim13,CL,2026-01-06,21,21,0,0
3Q_sim13,CL,2026-01-07,26,26,0,0
3Q_sim13,CL,2026-01-08,24,24,0,0
3Q_sim13,CL,2026-01-09,32,32,0,0
3Q_sim13,CL,2026-01-12,8,8,0,0
3Q_sim13,CL,2026-01-13,23,23,0,0
3Q_sim13,CL,2026-01-14,36,36,0,0
3Q_sim13,CL,2026-01-15,12,12,0,0
3Q_sim13,CL,2026-01-19,1,1,0,0
3Q_sim13,CL,2026-01-28,4,4,0,0
3Q_sim13,CL,2026-01-29,47,47,0,0
3Q_sim13,CL,2026-01-30,52,52,0,0
3Q_sim13,CL,2026-02-02,43,43,0,0
3Q_sim13,CL,2026-02-03,40,40,0,0
3Q_sim13,CL,2026-02-04,26,26,0,0
3Q_sim13,CL,2026-02-05,32,32,0,0
3Q_sim13,CL,2026-02-06,42,42,0,0
3Q_sim13,CL,2026-02-09,17,17,0,0
3Q_sim13,CL,2026-02-10,8,8,0,0
3Q_sim13,CL,2026-02-11,15,15,0,0
3Q_sim13,CL,2026-02-12,23,23,0,0
3Q_sim13,CL,2026-02-13,13,13,0,0
3Q_sim13,CL,2026-02-16,9,9,0,0
3Q_sim13,CL,2026-02-17,18,18,0,0
3Q_sim13,CL,2026-02-18,28,28,0,0
3Q_sim13,CL,2026-02-19,19,19,0,0
3Q_sim13,CL,2026-02-20,11,11,0,0
3Q_sim13,CL,2026-02-23,20,20,0,0
3Q_sim13,CL,2026-02-24,16,16,0,0
3Q_sim13,CL,2026-02-25,13,13,0,0
3Q_sim13,CL,2026-02-26,32,32,0,0
3Q_sim13,CL,2026-02-27,40,40,0,0
3Q_sim13,CL,2026-03-01,9,9,0,0
3Q_sim13,CL,2026-03-02,102,102,0,0
3Q_sim13,CL,2026-03-03,166,166,0,0
3Q_sim13,CL,2026-03-04,112,112,0,0
3Q_sim13,CL,2026-03-05,103,103,0,0
3Q_sim13,CL,2026-03-06,170,170,0,0
3Q_sim13,CL,2026-03-08,50,50,0,0
3Q_sim13,CL,2026-03-09,512,512,0,0
3Q_sim13,CL,2026-03-10,419,419,0,0
3Q_sim13,CL,2026-03-11,191,191,0,0
3Q_sim13,CL,2026-03-12,163,163,0,0
3Q_sim13,CL,2026-03-13,120,120,0,0
3Q_sim13,CL,2026-03-15,10,10,0,0
3Q_sim13,CL,2026-03-16,80,80,0,0
3Q_sim13,CL,2026-03-17,56,56,0,0
3Q_sim13,CL,2026-03-18,40,40,0,0
3Q_sim13,CL,2026-03-19,25,25,0,0
3Q_sim13,CL,2026-03-23,221,221,0,0
3Q_sim13,CL,2026-03-24,129,129,0,0
3Q_sim13,CL,2026-03-25,116,116,0,0
3Q_sim13,CL,2026-03-26,53,53,0,0
3Q_sim13,CL,2026-03-27,76,76,0,0
3Q_sim13,CL,2026-03-29,5,5,0,0
3Q_sim13,CL,2026-03-30,89,89,0,0
3Q_sim13,CL,2026-03-31,112,112,0,0
3Q_sim13,CL,2026-04-01,108,108,0,0
3Q_sim13,CL,2026-04-02,162,162,0,0
3Q_sim13,CL,2026-04-05,4,4,0,0
3Q_sim13,CL,2026-04-06,66,66,0,0
3Q_sim13,CL,2026-04-07,204,204,0,0
3Q_sim13,CL,2026-04-08,149,149,0,0
3Q_sim13,CL,2026-04-09,95,95,0,0
3Q_sim13,CL,2026-04-10,57,57,0,0
3Q_sim13,CL,2026-04-12,2,2,0,0
3Q_sim13,CL,2026-04-13,57,57,0,0
3Q_sim13,CL,2026-04-14,79,79,0,0
3Q_sim13,CL,2026-04-15,63,63,0,0
3Q_sim13,CL,2026-04-16,29,29,0,0
3Q_sim13,CL,2026-04-17,40,40,0,0
3Q_sim13,CL,2026-04-20,3,3,0,0
3Q_sim13,CL,2026-04-29,20,20,0,0
3Q_sim13,CL,2026-04-30,72,72,0,0
3Q_sim13,CL,2026-05-01,68,68,0,0
3Q_sim13,CL,2026-05-03,1,1,0,0
